,Terms,Freq,POS
31369,ruddier,1,JJR
31370,pearblossom,1,NN
31371,orangeskin,1,FW
31372,brownfruit,1,NN
31373,tempranillograciano,1,NN
31374,zingyfresh,1,NNP
31375,muskier,1,NN
31376,spectre,1,NN
31377,additive,1,JJ
31378,ineffably,1,NN
31379,taittingers,1,NNS
31380,romance,1,NN
31381,almondcrusted,1,VBD
31382,introducing,1,VBG
31383,vintagesparkling,1,VBG
31384,overbearing,1,VBG
31385,thurston,1,NN
31386,wolfe,1,IN
31387,elderton,1,NN
31388,peachinfused,1,VBN
31389,stan,1,JJ
31390,peculiarly,1,RB
31391,gabriel,1,JJ
31392,offpiste,1,NN
31393,stilldry,1,JJ
31394,cyrano,1,NN
31395,mintchocolatechip,1,NN
31396,pépé,1,NN
31397,tannnis,1,NN
31398,adastra,1,NN
31399,newlyplanted,1,VBD
31400,rockstrewn,1,JJ
31401,ambiance,1,NN
31402,châteauneufduwoodinville,1,NN
31403,rekindle,1,VB
31404,softball,1,JJ
31405,frisbee,1,NN
31406,starks,1,NNS
31407,liltingly,1,RB
31408,amylicpear,1,VBP
31409,minireserve,1,JJ
31410,hardtoresist,1,NN
31411,limepowered,1,VBD
31412,cementy,1,NN
31413,sandier,1,NN
31414,ceaselessly,1,RB
31415,flavorsaturated,1,VBN
31416,eucalyptusoil,1,NN
31417,pearcustard,1,NN
31418,breezelike,1,IN
31419,cenit,1,NN
31420,longlaster,1,NN
31421,hazelnutlike,1,NN
31422,duchaux,1,NN
31423,collude,1,VBP
31424,shish,1,JJ
31425,ceylon,1,NN
31426,venti,1,NN
31427,pastic,1,JJ
31428,oldtimer,1,NN
31429,purelyforthelove,1,NN
31430,lasertight,1,VBD
31431,rangis,1,NN
31432,reputable,1,JJ
31433,effortlessness,1,NN
31434,countyfocused,1,VBD
31435,mardikian,1,JJ
31436,dustyearth,1,NN
31437,blackfruitscented,1,VBD
31438,delivering,1,VBG
31439,reduced,1,VBN
31440,pôpa,1,JJ
31441,grandkids,1,NNS
31442,ripeandspicy,1,NN
31443,valdiviesos,1,NN
31444,vinhãos,1,NN
31445,stonger,1,NN
31446,almostsalty,1,NN
31447,différent,1,NN
31448,grantdouglas,1,NNS
31449,zweigeltpinot,1,VBP
31450,berrybased,1,VBN
31451,passata,1,NNS
31452,actorproprietor,1,NN
31453,massachusetts,1,VBP
31454,validity,1,NN
31455,guillotte,1,NN
31456,bouissel,1,IN
31457,dural,1,JJ
31458,abeyance,1,NN
31459,noras,1,NNS
31460,quasiburgundian,1,JJ
31461,cdv,1,NN
31462,ley,1,NN
31463,sawdustbased,1,VBD
31464,allin,1,JJ
31465,mus,1,NN
31466,reciotos,1,NN
31467,pasqua,1,NN
31468,hamachi,1,NN
31469,rustico,1,NN
31470,fulltime,1,NN
31471,limezestlike,1,IN
31472,crios,1,NNS
31473,senseand,1,VBP
31474,semidark,1,NN
31475,fruitywhat,1,WP
31476,trebbianochardonnay,1,VBZ
31477,italianleaning,1,VBG
31478,punchless,1,JJ
31479,coleslaw,1,NN
31480,berrycocktail,1,NN
31481,crackling,1,VBG
31482,peanutbutter,1,NN
31483,huré,1,JJ
31484,pastoral,1,JJ
31485,brownorange,1,NN
31486,bruto,1,NN
31487,gaelic,1,JJ
31488,rosecopper,1,NN
31489,lambchop,1,NN
31490,eugenebased,1,VBD
31491,unscrewcapped,1,JJ
31492,peachring,1,NN
31493,comprised,1,VBD
31494,goodchild,1,JJ
31495,flts,1,NNS
31496,acidderived,1,VBD
31497,typhoon,1,RB
31498,pabuk,1,JJ
31499,halfsize,1,NN
31500,silvercoated,1,VBD
31501,coconutlaced,1,VBD
31502,goldtinged,1,VBN
31503,happier,1,RBR
31504,wwi,1,JJ
31505,rootbeerfloat,1,NN
31506,palepinkskinned,1,VBD
31507,steakbusting,1,VBG
31508,plumandherb,1,NN
31509,smokelaced,1,VBD
31510,doubly,1,RB
31511,blackberryfocused,1,VBN
31512,granacha,1,NN
31513,sevein,1,NN
31514,roastedalmonddriven,1,VBZ
31515,winegrape,1,JJR
31516,commission,1,NN
31517,unscathed,1,VBD
31518,bonneville,1,JJ
31519,calla,1,NN
31520,nonfussy,1,NN
31521,lovably,1,RB
31522,caricante,1,JJ
31523,harlequin,1,NN
31524,elvezia,1,NN
31525,sbalchiero,1,NN
31526,superlean,1,JJ
31527,annoyance,1,NN
31528,rainslicked,1,VBD
31529,industrialstrength,1,JJ
31530,merlotcentric,1,JJ
31531,seeminlyg,1,NN
31532,ponderously,1,RB
31533,arca,1,JJ
31534,maca,1,NN
31535,herbalrhubarb,1,NN
31536,legion,1,NN
31537,vanillastrawberry,1,NN
31538,overpopwering,1,VBG
31539,enclos,1,NN
31540,withstrong,1,JJ
31541,structureless,1,NN
31542,alaindominque,1,NN
31543,readilyapproachable,1,JJ
31544,charcouterie,1,NN
31545,noseberryplum,1,NN
31546,fullscaled,1,VBD
31547,burnttoasty,1,JJ
31548,vouquet,1,NN
31549,doak,1,NN
31550,welldisplayed,1,VBD
31551,aromaflavor,1,NN
31552,meatballsstyle,1,NN
31553,tomatojuice,1,NN
31554,rarelyseen,1,NN
31555,francderived,1,VBD
31556,toffeeandcarameltinged,1,VBN
31557,shootout,1,NN
31558,plumled,1,VBD
31559,countysourced,1,JJ
31560,velo,1,NN
31561,sawdusted,1,VBD
31562,souci,1,JJ
31563,canapé,1,NN
31564,legitimacy,1,NN
31565,minerallygraphite,1,FW
31566,sweetagainst,1,JJ
31567,sournote,1,NN
31568,tool,1,NN
31569,flors,1,NNS
31570,uis,1,JJ
31571,tuenge,1,NN
31572,tonguegee,1,NN
31573,calizas,1,NN
31574,appleled,1,VBD
31575,manucci,1,NN
31576,lavenderwrapped,1,VBD
31577,helenabased,1,VBN
31578,cembra,1,NN
31579,snowcapped,1,VBD
31580,lickable,1,JJ
31581,lautre,1,NN
31582,intregrated,1,VBD
31583,labat,1,JJ
31584,lessintense,1,JJ
31585,greenstem,1,NN
31586,colleoni,1,NN
31587,cocco,1,NN
31588,invert,1,NN
31589,astistyled,1,VBD
31590,triappellation,1,NN
31591,barrage,1,NN
31592,karalahna,1,NN
31593,cocoaspice,1,NN
31594,minerallime,1,NN
31595,yarraman,1,JJ
31596,aboriginal,1,JJ
31597,suppporting,1,NN
31598,rapsberry,1,NN
31599,cadus,1,NN
31600,nieto,1,NN
31601,senetiner,1,NN
31602,ultraextracted,1,JJ
31603,hunky,1,NN
31604,camastra,1,NN
31605,fruitglazed,1,VBN
31606,kiler,1,NN
31607,appleinflected,1,JJ
31608,propagate,1,NN
31609,inhospitable,1,JJ
31610,exagerrated,1,VBN
31611,styleit,1,NN
31612,discretely,1,RB
31613,characterless,1,JJ
31614,nongiving,1,VBG
31615,glycerinesweet,1,NN
31616,perhapstash,1,NN
31617,olivecrusted,1,VBD
31618,justsawn,1,NN
31619,riparbella,1,NN
31620,jaffelin,1,NN
31621,geppetti,1,NN
31622,genericstyle,1,JJ
31623,fazios,1,NNS
31624,cherryspice,1,VBP
31625,acetonelike,1,IN
31626,coolmint,1,NN
31627,wisdom,1,NN
31628,untrammelled,1,VBD
31629,tinglyfresh,1,JJ
31630,meos,1,NNS
31631,mineralflint,1,NN
31632,ringbolts,1,NNS
31633,truetovarietal,1,JJ
31634,mountaintight,1,NN
31635,readyrightnow,1,NN
31636,airtight,1,JJ
31637,guacamole,1,NN
31638,maletroqueforts,1,NNS
31639,whippedbutter,1,RBR
31640,igneous,1,JJ
31641,eastsloping,1,VBG
31642,wellrevered,1,VBN
31643,halfclove,1,IN
31644,halfwhite,1,JJ
31645,delectability,1,NN
31646,roulés,1,NN
31647,coeffort,1,NN
31648,chalkstone,1,NN
31649,felino,1,NN
31650,olsens,1,VBZ
31651,fortresslike,1,JJ
31652,superiori,1,JJ
31653,contort,1,NN
31654,reducedfeeling,1,VBG
31655,nerobased,1,JJ
31656,grammi,1,NN
31657,jamesport,1,NN
31658,wean,1,JJ
31659,ginepri,1,NN
31660,plaudit,1,NN
31661,murriettas,1,NNS
31662,traverso,1,VBP
31663,zulls,1,NNS
31664,imitate,1,VBP
31665,bougrier,1,JJR
31666,jessup,1,JJ
31667,sercial,1,JJ
31668,acheived,1,VBN
31669,genetics,1,NNS
31670,offerings,1,NNS
31671,microchip,1,VBP
31672,campinoti,1,NN
31673,medallionshaped,1,VBD
31674,colombianborn,1,NNS
31675,frenchtrained,1,VBN
31676,abovde,1,RB
31677,notsoeasy,1,JJ
31678,hedre,1,NNS
31679,plumtinged,1,VBD
31680,offthewall,1,JJ
31681,conferencepear,1,JJ
31682,ombre,1,NN
31683,trasolo,1,NN
31684,castagni,1,NN
31685,riesci,1,NN
31686,mesquitegrilled,1,VBD
31687,cenits,1,NNS
31688,rockinb,1,JJ
31689,forwardstyle,1,JJ
31690,barrely,1,RB
31691,herbaltomato,1,JJ
31692,theatre,1,NN
31693,damptasting,1,VBG
31694,kale,1,JJ
31695,sevenvariety,1,NN
31696,slurp,1,NN
31697,laziness,1,NN
31698,kelplined,1,VBD
31699,smallquantity,1,NN
31700,mimi,1,NN
31701,nye,1,RB
31702,toughtextured,1,VBD
31703,muse,1,NN
31704,sumu,1,NN
31705,florina,1,JJ
31706,tablelots,1,NNS
31707,eucalyptusperfumed,1,VBD
31708,generationsold,1,JJ
31709,backskinned,1,VBN
31710,passite,1,NN
31711,sizeable,1,JJ
31712,raspbberry,1,NN
31713,truetoleyda,1,VBD
31714,burbank,1,JJ
31715,cumulate,1,NN
31716,lanolinlike,1,NN
31717,minttinged,1,VBD
31718,honeysuckleinflected,1,VBN
31719,rosedale,1,JJ
31720,earthquakeplagued,1,VBN
31721,pineapplesoda,1,NN
31722,brownsugarbaked,1,VBN
31723,adage,1,NN
31724,yougetwhatyoupayfor,1,NN
31725,blackpepperkissed,1,VBD
31726,rutherfordgrown,1,JJ
31727,herbalfeeling,1,VBG
31728,plussized,1,VBN
31729,epica,1,NN
31730,sugarmeetsherbal,1,JJ
31731,refract,1,NN
31732,dimensiontranscending,1,VBG
31733,hintedat,1,JJ
31734,fruition,1,NN
31735,stlll,1,NN
31736,justine,1,NN
31737,avennia,1,NN
31738,vance,1,NN
31739,sauvignot,1,VBD
31740,wetconcrete,1,JJ
31741,qualitatively,1,RB
31742,seriesendorsed,1,VBN
31743,godelia,1,NN
31744,seresins,1,VBZ
31745,hickorymaple,1,JJ
31746,denselylayered,1,JJ
31747,silverback,1,NN
31748,bakedbean,1,NN
31749,zealandesque,1,NNP
31750,allfemale,1,NN
31751,piane,1,NN
31752,roca,1,NN
31753,intractable,1,JJ
31754,tanca,1,JJ
31755,farra,1,NNS
31756,poundcake,1,VBP
31757,slamdunk,1,NN
31758,sweatyleather,1,NN
31759,oneand,1,NN
31760,cherryandearth,1,NN
31761,kyselas,1,NNS
31762,tannedhide,1,RB
31763,velourtextured,1,VBD
31764,raim,1,NN
31765,offaromas,1,NN
31766,strongminded,1,VBD
31767,überfresh,1,JJ
31768,briday,1,NN
31769,raddese,1,NNS
31770,sageinfused,1,VBD
31771,solidstate,1,JJ
31772,tascas,1,NN
31773,orangesyrup,1,NN
31774,valvin,1,NN
31775,nosulfuradded,1,VBD
31776,soupiness,1,JJ
31777,encroach,1,NN
31778,pasttheirprime,1,NN
31779,redwhite,1,NN
31780,skifriendly,1,RB
31781,upswing,1,JJ
31782,vargellas,1,NNS
31783,moriah,1,VBP
31784,strait,1,NN
31785,luminously,1,RB
31786,rangen,1,VBZ
31787,urbain,1,JJ
31788,standardfare,1,NN
31789,inkstaining,1,VBG
31790,coarsetextured,1,VBN
31791,wellworked,1,JJ
31792,matarikis,1,NNS
31793,temporarily,1,RB
31794,freshlyground,1,VBP
31795,perfumeshop,1,NN
31796,teardropshaped,1,VBD
31797,removable,1,JJ
31798,microschist,1,JJ
31799,mentality,1,NN
31800,tangerinetart,1,NN
31801,offsite,1,NN
31802,raspberryfocused,1,VBD
31803,ordinairy,1,JJ
31804,oldviney,1,NN
31805,ovoc,1,NN
31806,lessdominant,1,NN
31807,precisiontuned,1,VBD
31808,goulashlike,1,JJ
31809,offley,1,NN
31810,tinglingly,1,RB
31811,cova,1,JJ
31812,ogv,1,JJ
31813,brice,1,NN
31814,squarebased,1,VBD
31815,volio,1,JJ
31816,massproduction,1,NN
31817,acidmineral,1,JJ
31818,twincounty,1,NN
31819,groto,1,NN
31820,malbeccs,1,NN
31821,gradums,1,NNS
31822,rabià,1,VBP
31823,prunée,1,NNS
31824,licoriceinfused,1,VBD
31825,sonnet,1,JJ
31826,strawberrypink,1,NN
31827,sangouard,1,NN
31828,pinetree,1,NN
31829,grilledbeef,1,NN
31830,sill,1,NN
31831,pronouned,1,VBD
31832,landat,1,RBR
31833,zere,1,RB
31834,caravintas,1,NNS
31835,voignier,1,VBP
31836,drinkabiity,1,NN
31837,magrè,1,NN
31838,luminary,1,JJ
31839,sumatra,1,JJ
31840,lactones,1,NNS
31841,wold,1,VBD
31842,andcrushed,1,JJ
31843,lanoline,1,NN
31844,oneglassonly,1,RB
31845,jamón,1,VBZ
31846,suisun,1,JJ
31847,mayonnaise,1,NN
31848,maysie,1,NN
31849,berkeleybased,1,VBD
31850,tains,1,NNS
31851,picard,1,JJ
31852,limestoney,1,NN
31853,incenselike,1,NN
31854,giampaolo,1,NN
31855,venica,1,NN
31856,venure,1,NN
31857,balbia,1,NN
31858,pinup,1,NN
31859,leery,1,NN
31860,directionand,1,NN
31861,fraccaroli,1,NN
31862,nibble,1,JJ
31863,welltrained,1,VBD
31864,biggestselling,1,VBG
31865,gouez,1,NN
31866,lowspritz,1,NN
31867,applepearandfizz,1,JJ
31868,whitepineapple,1,JJ
31869,pelage,1,NN
31870,blackforest,1,JJS
31871,skeptic,1,JJ
31872,quivera,1,NN
31873,outland,1,NN
31874,greenlight,1,NN
31875,humuslike,1,NN
31876,throughon,1,NN
31877,raspberrycurrant,1,JJ
31878,vinbeard,1,NN
31879,vegetativeness,1,NN
31880,pehusimonets,1,NNS
31881,tartinged,1,VBD
31882,frehsness,1,JJ
31883,dialogue,1,NN
31884,paw,1,NN
31885,zinke,1,NN
31886,buttersoftened,1,VBD
31887,marineinfluenced,1,VBN
31888,righteous,1,JJ
31889,latterday,1,JJ
31890,regularweight,1,NN
31891,pointer,1,NN
31892,thornbury,1,NN
31893,naillike,1,IN
31894,bink,1,NN
31895,acidbright,1,NN
31896,stewiness,1,NN
31897,cistus,1,NN
31898,cuvees,1,NNS
31899,renauds,1,VBP
31900,photovoltaic,1,JJ
31901,juicysavory,1,NN
31902,jautard,1,NN
31903,mayé,1,NN
31904,eymery,1,NN
31905,chardats,1,NNS
31906,easysmelling,1,VBG
31907,napamade,1,JJ
31908,floralilty,1,NN
31909,definiton,1,NN
31910,cbocolate,1,NN
31911,yeastyness,1,NN
31912,amphoraefermentedandaged,1,VBD
31913,muscularly,1,RB
31914,maes,1,RB
31915,fermented,1,JJ
31916,meticulousness,1,NN
31917,eben,1,NN
31918,sadie,1,NN
31919,sequillo,1,NN
31920,pic,1,NN
31921,loup,1,NN
31922,aesthetically,1,RB
31923,fulget,1,VB
31924,ravensvale,1,JJ
31925,pozzo,1,NN
31926,clancys,1,NN
31927,dorti,1,NN
31928,burntwoodtasting,1,VBG
31929,nutdriven,1,RB
31930,exotictinged,1,VBN
31931,multivarietal,1,NN
31932,cloveflavored,1,VBD
31933,jamsheed,1,NN
31934,pepepr,1,NN
31935,mavrotragano,1,NN
31936,mavroud,1,JJ
31937,pecorinos,1,NNS
31938,appealing,1,VBG
31939,defense,1,NN
31940,mott,1,NN
31941,brussel,1,NN
31942,ermitage,1,NN
31943,chave,1,VBP
31944,sally,1,RB
31945,golitzin,1,JJ
31946,mouline,1,NN
31947,develops,1,VBZ
31948,gamymeaty,1,JJ
31949,bessards,1,NNS
31950,ampuis,1,VBP
31951,sixbottle,1,JJ
31952,alcoholacidsugar,1,NN
31953,piesporter,1,NN
31954,goldtröpfchen,1,NN
31955,carmen,1,NNS
31956,gotts,1,VBP
31957,justmade,1,NN
31958,bombacher,1,NN
31959,sommerhalde,1,NN
31960,wildenstein,1,NN
31961,malterdinger,1,NN
31962,stars,1,NNS
31963,redsmelling,1,VBG
31964,dillbutter,1,NN
31965,purplepotpourri,1,NN
31966,scrapper,1,NN
31967,blossoms,1,NNS
31968,thief,1,JJ
31969,ladro,1,JJ
31970,pul,1,NN
31971,nutcrusted,1,VBD
31972,menuts,1,NNS
31973,shavedchocolate,1,NN
31974,multiaspected,1,VBN
31975,redwoodsurrounded,1,VBD
31976,stuller,1,NN
31977,oncetofourtimes,1,NNS
31978,bray,1,VBP
31979,pourcieuxs,1,JJ
31980,leathertobacco,1,NN
31981,anisettte,1,NN
31982,fruitwhite,1,JJ
31983,macmurrays,1,NNS
31984,relaxingly,1,RB
31985,exevening,1,VBG
31986,pomegranatelike,1,JJ
31987,xinomavrolimniocabernet,1,NN
31988,comprising,1,VBG
31989,coffeeedged,1,VBN
31990,licoriceaided,1,JJ
31991,cherrysoaked,1,VBD
31992,clonalspecific,1,JJ
31993,musicmeetswine,1,JJ
31994,mandolinist,1,NN
31995,thile,1,IN
31996,vocalist,1,JJ
31997,aoife,1,NN
31998,odonovans,1,NNS
31999,cinnamonandclovespiced,1,VBD
32000,chaparraldriven,1,RB
32001,singlewalled,1,VBN
32002,alfresco,1,RP
32003,butteryfeeling,1,VBG
32004,spicecabinet,1,NN
32005,tanmeetsorange,1,NN
32006,justlivelyenough,1,NN
32007,chilecocoa,1,NN
32008,peachiest,1,JJS
32009,mickel,1,NN
32010,fastflowing,1,VBG
32011,uncompromsing,1,JJ
32012,honeylime,1,NN
32013,likelytobenamed,1,VBD
32014,miroballi,1,JJ
32015,vindaloo,1,JJ
32016,cart,1,NN
32017,ouch,1,JJ
32018,acidictannic,1,JJ
32019,bristol,1,NN
32020,generictasting,1,VBG
32021,nelwood,1,JJ
32022,continent,1,NN
32023,unfotunately,1,RB
32024,spokeperson,1,JJ
32025,darkcoffeeflavored,1,VBD
32026,vosnevosneromanée,1,JJ
32027,moutheel,1,NN
32028,poorest,1,JJS
32029,smokybacon,1,NN
32030,pomegarante,1,NN
32031,obvio,1,FW
32032,napastyle,1,NN
32033,mediterraneanstyled,1,VBD
32034,pomegranatedriven,1,RB
32035,justbloomed,1,JJ
32036,vicinity,1,NN
32037,falleto,1,NN
32038,carolinagrown,1,NN
32039,chaparrallaced,1,VBD
32040,herbacousness,1,JJ
32041,norwegian,1,JJ
32042,ventanas,1,NN
32043,fraternidads,1,NNS
32044,ledson,1,VBP
32045,ius,1,JJ
32046,naturae,1,NN
32047,pang,1,NN
32048,eminate,1,NN
32049,herbyness,1,NN
32050,twostep,1,NN
32051,tannintaming,1,VBG
32052,tempranilloblend,1,NN
32053,redfleshed,1,VBD
32054,laurens,1,NNS
32055,tawnyrose,1,JJ
32056,roguish,1,JJ
32057,chocolateladen,1,NN
32058,longestrunning,1,VBG
32059,bc,1,NN
32060,oded,1,VBD
32061,shakked,1,JJ
32062,almostbitter,1,NN
32063,cadetpiola,1,NN
32064,fairy,1,NN
32065,hardknuckled,1,VBD
32066,pharmaceutical,1,JJ
32067,bluster,1,NN
32068,stumpy,1,NN
32069,retailer,1,NN
32070,sonomacutrers,1,NNS
32071,belzbrunnen,1,VBP
32072,marvellously,1,RB
32073,bouche,1,VBN
32074,subliminally,1,RB
32075,alloy,1,JJ
32076,converse,1,NN
32077,southard,1,NN
32078,oceanlike,1,IN
32079,fullyrealized,1,VBN
32080,loimer,1,NN
32081,schellmann,1,NN
32082,impenetrability,1,NN
32083,fullybotrytized,1,VBN
32084,beaucastels,1,NNS
32085,almondcookie,1,RB
32086,darktextured,1,VBD
32087,malibus,1,JJ
32088,bogging,1,NN
32089,expectedtobeapproved,1,VBD
32090,juiceladen,1,JJ
32091,peachlemonade,1,NN
32092,librandis,1,NN
32093,cirò,1,NN
32094,alsacetype,1,NN
32095,hautvillers,1,NNS
32096,proseccoinspired,1,VBD
32097,damianis,1,JJ
32098,pushcart,1,NN
32099,stench,1,NN
32100,strette,1,NN
32101,teorema,1,NN
32102,dacon,1,NN
32103,patrimonio,1,NN
32104,lenaia,1,NN
32105,espesso,1,JJ
32106,casssis,1,NN
32107,jampal,1,NN
32108,husum,1,NN
32109,mauvais,1,NN
32110,garçon,1,NN
32111,vionta,1,NN
32112,coherency,1,NN
32113,fullframed,1,VBD
32114,knockoff,1,NN
32115,freshlettuce,1,NN
32116,prebottling,1,VBG
32117,imaz,1,JJ
32118,ramione,1,NN
32119,origen,1,NN
32120,tactic,1,JJ
32121,bringingtogether,1,NN
32122,mâconfuissé,1,NN
32123,dufouleur,1,NN
32124,cucamonga,1,NN
32125,sagenotes,1,VBZ
32126,alreadyripe,1,JJ
32127,chapuy,1,NN
32128,monochromatic,1,JJ
32129,trois,1,NN
32130,kuentzbas,1,NN
32131,husseren,1,NN
32132,lightorangecolored,1,VBD
32133,camardas,1,JJ
32134,enchantment,1,NN
32135,damné,1,NN
32136,vanillaoaky,1,JJ
32137,youngish,1,NN
32138,pricklybrambly,1,RB
32139,shellfishinspired,1,VBD
32140,swatvagher,1,CC
32141,centenary,1,JJ
32142,dürkheimer,1,NN
32143,michelsberg,1,NN
32144,pflügers,1,NNS
32145,bestofhouse,1,VBP
32146,antero,1,JJ
32147,greatgrandparents,1,NNS
32148,uptotheminute,1,JJ
32149,macaron,1,NN
32150,searedlemon,1,NN
32151,crocker,1,NN
32152,growingpain,1,NN
32153,semirestrained,1,VBD
32154,misotinged,1,JJ
32155,saintfiacre,1,NN
32156,straweberry,1,NN
32157,saignées,1,VBD
32158,considering,1,VBG
32159,coaxing,1,VBG
32160,snappiness,1,NN
32161,carnaval,1,NN
32162,sacras,1,VBD
32163,schistdriven,1,RB
32164,firsttake,1,JJ
32165,threads,1,NNS
32166,calmness,1,NN
32167,viscousfeeling,1,VBG
32168,almostwarm,1,JJ
32169,passrì,1,NN
32170,scrapona,1,NN
32171,citrussoaked,1,VBD
32172,ensations,1,NNS
32173,pingo,1,VBP
32174,kandorian,1,JJ
32175,whiskeybarrel,1,NN
32176,florallike,1,NN
32177,unnerve,1,NN
32178,mandate,1,NN
32179,cà,1,NN
32180,bolani,1,NN
32181,underway,1,RB
32182,enlarge,1,JJ
32183,blenderized,1,VBN
32184,baybased,1,VBD
32185,ripertasting,1,VBG
32186,chelois,1,NN
32187,response,1,NN
32188,oversulfered,1,VBD
32189,northcountry,1,NN
32190,til,1,NN
32191,oaklashed,1,VBD
32192,oakcedar,1,IN
32193,blacktoast,1,NN
32194,zealander,1,NN
32195,drinkablility,1,NN
32196,luvisi,1,VBP
32197,mcgah,1,NN
32198,aperos,1,NN
32199,driedcranberry,1,VBP
32200,tinajas,1,NN
32201,scotchlike,1,NN
32202,tasman,1,NN
32203,divvying,1,VBG
32204,primitive,1,JJ
32205,fructosesweet,1,NN
32206,chow,1,NN
32207,basesloaded,1,VBD
32208,spicynutty,1,JJ
32209,beaucanon,1,NN
32210,augustin,1,NN
32211,huneeusmade,1,NN
32212,algaegreenness,1,NN
32213,scarcely,1,RB
32214,grotesque,1,JJ
32215,parody,1,NN
32216,chutzpah,1,NN
32217,spicymarinade,1,VBD
32218,limabean,1,JJ
32219,oakleaf,1,NN
32220,piemonte,1,NN
32221,miecaze,1,NN
32222,juicness,1,NN
32223,fel,1,NN
32224,gps,1,NN
32225,coordinate,1,NN
32226,emblazon,1,NN
32227,dialedback,1,NN
32228,weighless,1,NN
32229,trottevieille,1,NN
32230,studentproduced,1,VBD
32231,mossysmelling,1,VBG
32232,cheekscraping,1,VBG
32233,sweetashy,1,JJ
32234,cherrywatermelon,1,NN
32235,blackberrylicorice,1,NN
32236,maincourse,1,NN
32237,briquette,1,NN
32238,dustier,1,NN
32239,alentejobased,1,VBD
32240,fruitlovers,1,NNS
32241,mouthclasping,1,VBG
32242,neartropical,1,JJ
32243,leland,1,NN
32244,pinotspecific,1,NN
32245,floralgrapey,1,NN
32246,vanillaandtobaccoladen,1,JJ
32247,australianstyle,1,NN
32248,acidedged,1,VBD
32249,wellpaced,1,JJ
32250,dreary,1,JJ
32251,perenially,1,RB
32252,listless,1,JJ
32253,secateurs,1,NNS
32254,dividend,1,NN
32255,redspeckled,1,VBD
32256,specialselection,1,NN
32257,blackberryraspberry,1,NN
32258,hoisinglazed,1,VBD
32259,juxtapoes,1,NNS
32260,craisin,1,VB
32261,dumbness,1,NN
32262,worldbeater,1,NN
32263,applesandcream,1,NN
32264,sartoris,1,VBZ
32265,soapyfloral,1,JJ
32266,disease,1,NN
32267,pixy,1,NN
32268,stix,1,NN
32269,mediumfullbodied,1,VBD
32270,abel,1,JJ
32271,kesselring,1,VBG
32272,luxembourg,1,NN
32273,ultraspicy,1,NN
32274,corroborate,1,NN
32275,birgits,1,NNS
32276,citrustinted,1,VBD
32277,snowflakes,1,NNS
32278,stimulus,1,CC
32279,whichever,1,VB
32280,blizzard,1,RB
32281,lecce,1,JJ
32282,grandcru,1,NN
32283,sauces,1,NNS
32284,refermentation,1,NN
32285,catarrato,1,NN
32286,sweettooth,1,CC
32287,bacteriological,1,JJ
32288,palatetickling,1,NN
32289,ultrasatisfying,1,JJ
32290,greatgreat,1,NN
32291,chevrierloriauds,1,NNS
32292,manga,1,VBP
32293,gouttes,1,NNS
32294,verfaillie,1,VBP
32295,domme,1,JJ
32296,duclos,1,NN
32297,holzberg,1,NN
32298,dupuch,1,JJ
32299,goldfoil,1,NN
32300,kathryn,1,NN
32301,garenne,1,VBP
32302,vertiginous,1,JJ
32303,cheryl,1,NN
32304,primer,1,NN
32305,nativefermentation,1,NN
32306,skikos,1,NN
32307,effectiveness,1,NN
32308,alwayseclectic,1,JJ
32309,mignonette,1,NN
32310,broadside,1,IN
32311,goff,1,NN
32312,hardtoappreciate,1,NN
32313,rosaura,1,NN
32314,scarysteep,1,JJ
32315,pineappletake,1,NN
32316,rancherred,1,VBD
32317,toopowerful,1,JJ
32318,icicle,1,NN
32319,ernet,1,NN
32320,amazinglylong,1,JJ
32321,eléni,1,NN
32322,sr,1,NN
32323,tobey,1,NN
32324,muksateller,1,NN
32325,cello,1,NN
32326,honeyedged,1,VBD
32327,salmonpinkish,1,JJ
32328,whispersoft,1,JJ
32329,inkydeep,1,JJ
32330,bakedorange,1,NN
32331,slighter,1,NN
32332,pinkishyellow,1,JJ
32333,fervent,1,NN
32334,jair,1,NN
32335,agopian,1,JJ
32336,highiron,1,NN
32337,blackplumflavored,1,VBD
32338,enemigos,1,JJ
32339,lowerelevation,1,NN
32340,ciampoleto,1,NN
32341,semifreddo,1,NN
32342,figpreserve,1,NN
32343,cuttingly,1,RB
32344,amberlike,1,JJ
32345,bruisedfruit,1,NN
32346,semisoupy,1,NN
32347,sequanas,1,NN
32348,talbott,1,NN
32349,vanillabutterscotch,1,NN
32350,unincorporated,1,VBD
32351,oaxacan,1,JJ
32352,poachedapple,1,NN
32353,maculdriven,1,RB
32354,riverhaven,1,RB
32355,sprtizy,1,JJ
32356,brownsugarscented,1,VBN
32357,pepin,1,NN
32358,kesslers,1,NNS
32359,suaveness,1,VBP
32360,parkerowned,1,VBN
32361,gloomy,1,JJ
32362,budgetfriendly,1,RB
32363,gravesstyle,1,JJ
32364,soapiness,1,NN
32365,brûlés,1,NN
32366,umamifilled,1,VBD
32367,multiply,1,RB
32368,scrutinize,1,JJ
32369,toastedspice,1,NN
32370,mintheavy,1,NN
32371,celebproprietors,1,NNS
32372,wellmuscled,1,VBD
32373,lightbutsharp,1,NN
32374,olallieberrylaced,1,VBD
32375,southwestfacing,1,VBG
32376,forots,1,NNS
32377,tokajs,1,JJ
32378,adjustment,1,NN
32379,blindingly,1,RB
32380,coppersalmon,1,JJ
32381,detraction,1,NN
