,Terms,Freq
30435,rougharoundtheedges,1
30436,peachandpearflavored,1
30437,wheatflour,1
30438,acorny,1
30439,oversulfured,1
30440,wring,1
30441,custardylemony,1
30442,mildbodied,1
30443,itscore,1
30444,malmsey,1
30445,nicoise,1
30446,flamme,1
30447,montsarra,1
30448,realdeal,1
30449,meatfriendly,1
30450,kaldeidscope,1
30451,fullyfledged,1
30452,grapecandycharacter,1
30453,constable,1
30454,barbet,1
30455,cento,1
30456,cuttlefish,1
30457,softskinned,1
30458,moleche,1
30459,spider,1
30460,forearm,1
30461,nextdoor,1
30462,tippler,1
30463,aunt,1
30464,backpacker,1
30465,espoãos,1
30466,virility,1
30467,reichsgraf,1
30468,pentratingly,1
30469,thrall,1
30470,lit,1
30471,vanillapiecrust,1
30472,bakedblueberry,1
30473,stiffenough,1
30474,blackcurrrant,1
30475,notgood,1
30476,dairypowered,1
30477,duckhornrelated,1
30478,orangescitrus,1
30479,lessthanpromising,1
30480,rosat,1
30481,devrlops,1
30482,midsip,1
30483,enfant,1
30484,cecilia,1
30485,signorio,1
30486,nadir,1
30487,terlatos,1
30488,lottery,1
30489,ponderas,1
30490,sericus,1
30491,cottanera,1
30492,riverbed,1
30493,neuma,1
30494,ridicule,1
30495,everso,1
30496,impressives,1
30497,misidentified,1
30498,syrahproper,1
30499,lafonrochet,1
30500,guesstimate,1
30501,wellrested,1
30502,eedy,1
30503,redsumac,1
30504,aubaine,1
30505,bestbangforyourbuck,1
30506,induce,1
30507,grégory,1
30508,longa,1
30509,notripeenoughforprimetime,1
30510,catshaped,1
30511,mildsmelling,1
30512,driedlilac,1
30513,regionalstyle,1
30514,orphelin,1
30515,headscratcher,1
30516,châteauneufduwa,1
30517,broadlybuilt,1
30518,dunkelfelder,1
30519,vinoussmelling,1
30520,lingenfelders,1
30521,hare,1
30522,herea,1
30523,enjoyablewine,1
30524,dolinas,1
30525,drizzed,1
30526,ciegas,1
30527,outshines,1
30528,accrue,1
30529,sirocco,1
30530,grenachecinsault,1
30531,radishyou,1
30532,gravitational,1
30533,piccata,1
30534,edelgrund,1
30535,ohsotasty,1
30536,gradil,1
30537,chocolatesauce,1
30538,pancas,1
30539,honeydusted,1
30540,coupelle,1
30541,proficient,1
30542,burggarten,1
30543,falkenstein,1
30544,southernrhônestyle,1
30545,markup,1
30546,steadfastly,1
30547,centerweight,1
30548,countryoforigin,1
30549,braai,1
30550,stewedplum,1
30551,nocturne,1
30552,threegenerations,1
30553,hazane,1
30554,herbalforest,1
30555,stornetta,1
30556,galilee,1
30557,enthuse,1
30558,fullflavoured,1
30559,whitepepperscented,1
30560,outstandingquality,1
30561,repassed,1
30562,smokesaturated,1
30563,salcheto,1
30564,nadine,1
30565,worley,1
30566,smokedvanilla,1
30567,educate,1
30568,giorgia,1
30569,francesque,1
30570,rosamati,1
30571,yalda,1
30572,chocolatestrawberry,1
30573,orderly,1
30574,waxtopped,1
30575,meeting,1
30576,alighieri,1
30577,masi,1
30578,forsellina,1
30579,balsamicinfused,1
30580,sourlime,1
30581,crescent,1
30582,downer,1
30583,bramblepatch,1
30584,pétnat,1
30585,charmot,1
30586,instantlydrinkable,1
30587,lightlychocolaty,1
30588,buschetta,1
30589,callaways,1
30590,beaujolaisweight,1
30591,niña,1
30592,appraochable,1
30593,cabjolais,1
30594,herbaceousvegetal,1
30595,earthtinged,1
30596,spicyfloral,1
30597,partygoer,1
30598,apertif,1
30599,pearpineapple,1
30600,disseminate,1
30601,pinotnoir,1
30602,loll,1
30603,highertier,1
30604,buccis,1
30605,melograno,1
30606,venetobased,1
30607,chocolatysweet,1
30608,russizs,1
30609,biancalebased,1
30610,almondbrittle,1
30611,balsamicsoaked,1
30612,acidtanninalcohol,1
30613,tootsie,1
30614,mello,1
30615,icarus,1
30616,myth,1
30617,icaria,1
30618,saltysweet,1
30619,bourseau,1
30620,wreck,1
30621,drinkupquickly,1
30622,destroy,1
30623,palatefreshener,1
30624,pickup,1
30625,jolts,1
30626,impertinence,1
30627,costasera,1
30628,guentota,1
30629,kr,1
30630,distill,1
30631,fruitsugaracid,1
30632,clairvaux,1
30633,preserves,1
30634,olallieberies,1
30635,ewarts,1
30636,purify,1
30637,seasaltcrusted,1
30638,cherrycranberrypomegranate,1
30639,ogereau,1
30640,yves,1
30641,guégniard,1
30642,papin,1
30643,pepperspicy,1
30644,industrialquality,1
30645,floppy,1
30646,colliolike,1
30647,valebased,1
30648,lightstraw,1
30649,viurabased,1
30650,semiroasted,1
30651,accompained,1
30652,darkedged,1
30653,benevolent,1
30654,pepperd,1
30655,wichman,1
30656,sénéjac,1
30657,lemoncake,1
30658,superastringent,1
30659,aprèsski,1
30660,piperhedsieck,1
30661,eighty,1
30662,nicelythreaded,1
30663,topicality,1
30664,sparerib,1
30665,kupe,1
30666,kupay,1
30667,closeplanted,1
30668,softgrained,1
30669,peaceful,1
30670,cranberrry,1
30671,jeanmaurice,1
30672,raffault,1
30673,papayahoney,1
30674,coulydutheil,1
30675,alreadylively,1
30676,balanes,1
30677,stewedsmelling,1
30678,modishly,1
30679,dichotomous,1
30680,munch,1
30681,hyperperfumed,1
30682,latah,1
30683,solaz,1
30684,domäne,1
30685,colaroot,1
30686,trinchero,1
30687,sparkling,1
30688,volcanically,1
30689,hasa,1
30690,caprai,1
30691,proteinous,1
30692,chocolatyfruity,1
30693,irion,1
30694,banaa,1
30695,volley,1
30696,bootjack,1
30697,desertthem,1
30698,pedroni,1
30699,hoisinsauce,1
30700,afterburn,1
30701,neve,1
30702,berrypatch,1
30703,vanillaspeckled,1
30704,delicously,1
30705,sagebrushdriven,1
30706,custardlaced,1
30707,sheila,1
30708,petroldriven,1
30709,maru,1
30710,falanghinas,1
30711,oddness,1
30712,roseflavored,1
30713,rockaway,1
30714,malbech,1
30715,aceri,1
30716,toprocess,1
30717,höpler,1
30718,bonairs,1
30719,oldestknown,1
30720,vanillaginger,1
30721,thymeled,1
30722,lambbased,1
30723,rabajàs,1
30724,söri,1
30725,striation,1
30726,thouars,1
30727,langloischâteau,1
30728,mineraity,1
30729,savorysweet,1
30730,ultrareservelevel,1
30731,kooyong,1
30732,mosele,1
30733,firmyetsupple,1
30734,cautiously,1
30735,cherrymarinated,1
30736,closedin,1
30737,tanninsdominated,1
30738,erin,1
30739,kempe,1
30740,consomme,1
30741,meatysmelling,1
30742,creampuff,1
30743,berryoriented,1
30744,strengh,1
30745,peanutstarring,1
30746,coffeeastringent,1
30747,syrahbonarda,1
30748,bouvet,1
30749,ladubays,1
30750,palai,1
30751,arruliac,1
30752,vuj,1
30753,swirly,1
30754,malbecsyrahmerlot,1
30755,lagarde,1
30756,longviews,1
30757,yakka,1
30758,spicesounds,1
30759,acccessible,1
30760,cannubbio,1
30761,castelfranco,1
30762,vanillaclove,1
30763,corsetting,1
30764,rainwet,1
30765,wellrealized,1
30766,tangyinawoodyway,1
30767,lessthanenthusiastic,1
30768,hyatt,1
30769,isnõt,1
30770,oaktolerant,1
30771,lemonand,1
30772,conversationstarting,1
30773,richunusual,1
30774,superconsultant,1
30775,especaially,1
30776,ceiling,1
30777,sauvignonfume,1
30778,aunique,1
30779,oenology,1
30780,spicepepper,1
30781,nasturtiumblossomlike,1
30782,orangemauvepink,1
30783,calmette,1
30784,lenoir,1
30785,fluent,1
30786,arduous,1
30787,macaw,1
30788,candiedraspberry,1
30789,selfgenerating,1
30790,deaf,1
30791,unflinching,1
30792,hoard,1
30793,until,1
30794,tightwrapped,1
30795,costcos,1
30796,brotte,1
30797,flick,1
30798,applerind,1
30799,mouthmassaging,1
30800,bluest,1
30801,donoso,1
30802,suacci,1
30803,carciere,1
30804,freshgrated,1
30805,stoeffler,1
30806,honeydriven,1
30807,hendrys,1
30808,italo,1
30809,tabletop,1
30810,ferraton,1
30811,reasonbly,1
30812,chracterize,1
30813,milons,1
30814,beckmeyers,1
30815,interleave,1
30816,extraordarily,1
30817,dauzac,1
30818,continues,1
30819,produing,1
30820,boriemanoux,1
30821,lynchmoussas,1
30822,warmsmelling,1
30823,pittance,1
30824,polarity,1
30825,murphygoode,1
30826,oldervintage,1
30827,fillaboa,1
30828,portobellos,1
30829,huh,1
30830,cariblanco,1
30831,pacesetter,1
30832,vegetalherbal,1
30833,avocado,1
30834,damiani,1
30835,murno,1
30836,plumbased,1
30837,almondtoffee,1
30838,kings,1
30839,nadal,1
30840,persia,1
30841,ungiving,1
30842,strieter,1
30843,neuquén,1
30844,softtexture,1
30845,firefly,1
30846,quay,1
30847,onionlike,1
30848,pallino,1
30849,rieslingviognier,1
30850,tanzen,1
30851,corchaug,1
30852,staaveren,1
30853,fortressed,1
30854,decease,1
30855,employee,1
30856,dalbola,1
30857,powerfullystructured,1
30858,cépage,1
30859,roviello,1
30860,überreserve,1
30861,dornfelders,1
30862,roastedcorn,1
30863,mouthcoatingly,1
30864,almondcroissant,1
30865,finelybeaded,1
30866,labeldriven,1
30867,tarladen,1
30868,corbièresboutenac,1
30869,indelicato,1
30870,pahlmeyers,1
30871,nimbly,1
30872,freshoffthetree,1
30873,grola,1
30874,creamaccented,1
30875,corbiéres,1
30876,microscopicproduction,1
30877,olympian,1
30878,novitiate,1
30879,unmelded,1
30880,cinnamonand,1
30881,ammo,1
30882,torbrecklike,1
30883,reader,1
30884,dominque,1
30885,pc,1
30886,rechbächel,1
30887,grieve,1
30888,josko,1
30889,kays,1
30890,readier,1
30891,stagnant,1
30892,fastdrinking,1
30893,thre,1
30894,txomin,1
30895,etxaníz,1
30896,cloved,1
30897,yolk,1
30898,graganega,1
30899,tongueexciting,1
30900,icecream,1
30901,centercut,1
30902,elderberrycrusted,1
30903,palateshutting,1
30904,fullyoaked,1
30905,mouthand,1
30906,mouthscouring,1
30907,silkandsatin,1
30908,baconscented,1
30909,handsqueezed,1
30910,fullofdynamite,1
30911,plumskinflavored,1
30912,tropicalkissed,1
30913,papper,1
30914,muthah,1
30915,torriglione,1
30916,chiarlos,1
30917,washingon,1
30918,corinthian,1
30919,tworegion,1
30920,claretized,1
30921,yoke,1
30922,inkwell,1
30923,panorama,1
30924,bestbred,1
30925,gluelike,1
30926,orleansinspired,1
30927,uninviting,1
30928,smoothenough,1
30929,astrigency,1
30930,heartbeat,1
30931,traveler,1
30932,bluechip,1
30933,kandler,1
30934,estatecrafted,1
30935,silo,1
30936,highachieving,1
30937,schram,1
30938,trufflebased,1
30939,tonguestainer,1
30940,puteus,1
30941,armille,1
30942,tellitalia,1
30943,bz,1
30944,promising,1
30945,ferté,1
30946,freshlaid,1
30947,ceagos,1
30948,altoids,1
30949,sparrs,1
30950,touchy,1
30951,hellfire,1
30952,sinards,1
30953,sweeet,1
30954,steakworthy,1
30955,sunfloweryellow,1
30956,clippedfeeling,1
30957,roedererowned,1
30958,aliança,1
30959,alabastro,1
30960,oy,1
30961,goopy,1
30962,alcoholwise,1
30963,meateating,1
30964,vogelzang,1
30965,aragosta,1
30966,marots,1
30967,afternoonwithfriends,1
30968,mochachoca,1
30969,frappucino,1
30970,gewüurztraminer,1
30971,summercocktail,1
30972,twocent,1
30973,mulliez,1
30974,whitepepperlaced,1
30975,persall,1
30976,blackberrymaple,1
30977,pisapola,1
30978,candiedlicorice,1
30979,nonshowy,1
30980,allembracing,1
30981,crescendobuilding,1
30982,fruts,1
30983,colabacon,1
30984,moutfeel,1
30985,prädikat,1
30986,asproudi,1
30987,mcqueen,1
30988,healy,1
30989,consomée,1
30990,cloveberry,1
30991,toastaccented,1
30992,retailerturnedwinemaker,1
30993,boysenberrycherry,1
30994,plantainlike,1
30995,candice,1
30996,exwife,1
30997,coincidently,1
30998,racine,1
30999,deepyellow,1
31000,camera,1
31001,barrelaided,1
31002,almostpungent,1
31003,unshakeable,1
31004,clovis,1
31005,lemonsorbet,1
31006,darkish,1
31007,honeydewcandy,1
31008,mediumruby,1
31009,avantgarde,1
31010,exploratory,1
31011,warmtoast,1
31012,prettyinpink,1
31013,perdigão,1
31014,unmerciful,1
31015,kalleskes,1
31016,palindrome,1
31017,desertbased,1
31018,kramer,1
31019,elm,1
31020,weisingers,1
31021,mountainsurrounded,1
31022,powerade,1
31023,soggy,1
31024,arrowstraight,1
31025,salmontinged,1
31026,humor,1
31027,pineapplerind,1
31028,mediumboned,1
31029,borderie,1
31030,monçao,1
31031,tobaccospice,1
31032,aquila,1
31033,feneel,1
31034,coluild,1
31035,botrytisdominated,1
31036,pondwater,1
31037,crafted,1
31038,stormier,1
31039,berrries,1
31040,varietalfocused,1
31041,unimaginable,1
31042,que,1
31043,lowheat,1
31044,indelibly,1
31045,tangyyetsavory,1
31046,milkandhoney,1
31047,cheekpuckering,1
31048,candyish,1
31049,castelgreve,1
31050,valente,1
31051,unofficial,1
31052,festivo,1
31053,screech,1
31054,peardrops,1
31055,kelly,1
31056,certainty,1
31057,slimmed,1
31058,idyll,1
31059,stinkycheese,1
31060,amerikus,1
31061,kidonitsa,1
31062,bowral,1
31063,steen,1
31064,coughmediciney,1
31065,wetplaster,1
31066,tally,1
31067,disageeable,1
31068,artifically,1
31069,discombobulate,1
31070,earthiest,1
31071,pieluni,1
31072,ulimately,1
31073,welllocated,1
31074,solénas,1
31075,tormaresca,1
31076,appleandpear,1
31077,chiffonlike,1
31078,treetapped,1
31079,tintonegro,1
31080,tintonegros,1
31081,piedra,1
31082,bouillabaise,1
31083,intenselyfresh,1
31084,eartheven,1
31085,aciditity,1
31086,midamber,1
31087,wetter,1
31088,graveldriven,1
31089,balancingdelicacy,1
31090,merrily,1
31091,intensfiy,1
31092,leisured,1
31093,pulignys,1
31094,pineappleorangemango,1
31095,diamandes,1
31096,alltoonatural,1
31097,asturias,1
31098,hazelnutoil,1
31099,killians,1
31100,leesycreamy,1
31101,nonblind,1
31102,phantasmagorical,1
31103,nacionalsyrah,1
31104,marrenon,1
31105,excuse,1
31106,boffa,1
31107,pander,1
31108,asparagustinged,1
31109,meow,1
31110,scented,1
31111,mudd,1
31112,eightgrape,1
31113,concurrent,1
31114,fruitderived,1
31115,jarvaise,1
31116,porkaujuslike,1
31117,fraud,1
31118,nettles,1
31119,fruitstand,1
31120,vignavecchia,1
31121,chinons,1
31122,mushroominflected,1
31123,aromascome,1
31124,gouvelo,1
31125,afteratste,1
31126,soupçon,1
31127,regroup,1
31128,benton,1
31129,americna,1
31130,illumination,1
31131,vyborny,1
31132,southwesterly,1
31133,gobelsburgs,1
31134,cooley,1
31135,rubbertire,1
31136,doval,1
31137,establishment,1
31138,feilerartinger,1
31139,monchiero,1
31140,nugget,1
31141,parmigiana,1
31142,rusticsmelling,1
31143,ni,1
31144,pomeloled,1
31145,muchcelebrated,1
31146,wrattonbully,1
31147,undemarcated,1
31148,coconutlike,1
31149,finefizzing,1
31150,reiterate,1
31151,berryspice,1
31152,fullerthantypical,1
31153,palatesoothing,1
31154,citrusfruited,1
31155,attainable,1
31156,cuvelier,1
31157,eloquent,1
31158,lifted,1
31159,forms,1
31160,malbeccssyrah,1
31161,blueberrry,1
31162,cuddle,1
31163,bohemian,1
31164,raunate,1
31165,vaulty,1
31166,fanciulli,1
31167,lecci,1
31168,colombina,1
31169,mcmurray,1
31170,straightlined,1
31171,sharpleaning,1
31172,jurado,1
31173,ekes,1
31174,falcoaria,1
31175,ita,1
31176,pocketsize,1
31177,unmanipulated,1
31178,gingerspiced,1
31179,brousseaus,1
31180,blueberryelderberry,1
31181,scarf,1
31182,terroirbased,1
31183,savignys,1
31184,rosemarygarlic,1
31185,myglands,1
31186,xcellent,1
31187,grope,1
31188,erickson,1
31189,participate,1
31190,berryextract,1
31191,buisse,1
31192,unsustained,1
31193,lanima,1
31194,frontandcenter,1
31195,univitis,1
31196,valeur,1
31197,environmentale,1
31198,shallotskin,1
31199,kitchensinkstyle,1
31200,vanillacrust,1
31201,groundmeat,1
31202,langostinos,1
31203,cim,1
31204,lafitemanaged,1
31205,workmanship,1
31206,banyuls,1
31207,saracinas,1
31208,campovida,1
31209,coastalkissed,1
31210,comptche,1
31211,lattélike,1
31212,aliso,1
31213,pégo,1
31214,pignatello,1
31215,nuhar,1
31216,strawberrycandy,1
31217,machiavelli,1
31218,palazzio,1
31219,montalcinobased,1
31220,biggerframed,1
31221,semimature,1
31222,unmistakeable,1
31223,juic,1
31224,tawnycolored,1
31225,newstyle,1
31226,aftertasteis,1
31227,asleep,1
31228,spaceship,1
31229,earthbound,1
31230,classicist,1
31231,sic,1
31232,godzillaesque,1
31233,dijonesque,1
31234,niclaire,1
31235,hityouinthefacewithfruit,1
31236,rosegold,1
31237,slutty,1
31238,mindstopping,1
31239,objectively,1
31240,negraró,1
31241,oldshoe,1
31242,goodtogo,1
31243,lieuxdits,1
31244,drub,1
31245,copperpenny,1
31246,arrowoods,1
31247,jameks,1
31248,steinriegl,1
31249,offdrytofranklysweet,1
31250,tooprominent,1
31251,soflty,1
31252,mitzvah,1
31253,candysugar,1
31254,nottoosubtle,1
31255,nonperfumed,1
31256,sugarinfused,1
31257,earlystage,1
31258,theyd,1
31259,camargue,1
31260,rhônedelta,1
31261,beas,1
31262,pinotagemerlot,1
31263,fronttoback,1
31264,zuc,1
31265,kaseler,1
31266,nieschens,1
31267,lr,1
31268,muchdeserved,1
31269,vorberg,1
31270,petrussas,1
31271,dimensionsal,1
31272,chieti,1
31273,massproduced,1
31274,jazzedup,1
31275,sawdustlike,1
31276,danker,1
31277,cottony,1
31278,tangerinerind,1
31279,noriet,1
31280,hardtotease,1
31281,acidfocused,1
31282,strawberrymint,1
31283,ragusa,1
31284,aquilae,1
31285,sallier,1
31286,galleron,1
31287,perrotminot,1
31288,driven,1
31289,baseballer,1
31290,metalworksminded,1
31291,acidhounds,1
31292,pliably,1
31293,vr,1
31294,lucsious,1
31295,pepperandanise,1
31296,noseteasing,1
31297,heaver,1
31298,tirelessly,1
31299,potently,1
31300,iperico,1
31301,salettes,1
31302,undesirable,1
31303,vineagary,1
31304,dilutefeeling,1
31305,jeanludovic,1
31306,loron,1
31307,upperlip,1
31308,between,1
31309,crowdfriendly,1
31310,choucroute,1
31311,garnie,1
31312,loweracid,1
31313,kidnapper,1
31314,plumjamflavored,1
31315,barololovers,1
31316,limestonedotted,1
31317,tondres,1
31318,grapefield,1
31319,méal,1
31320,greffieux,1
31321,oaklined,1
31322,docres,1
31323,coterie,1
31324,passe,1
31325,raisinskinlike,1
31326,lifegiving,1
31327,reimsbased,1
31328,neardry,1
31329,fruitscented,1
31330,yello,1
31331,slightlymealy,1
31332,pinotstructure,1
31333,freshsqueeed,1
31334,icône,1
31335,lemonstreaked,1
31336,leescushioned,1
31337,chiffoncake,1
31338,citrusfuelled,1
31339,citruspure,1
31340,impunity,1
31341,goudabased,1
31342,voluble,1
31343,opinionated,1
31344,holesfree,1
31345,wyndham,1
31346,bouachon,1
31347,skalli,1
31348,midi,1
31349,alkoomis,1
31350,banquette,1
31351,atoosa,1
31352,samantha,1
31353,moaveni,1
31354,citrusfruitflavored,1
31355,soaked,1
31356,katos,1
31357,bellpeppery,1
31358,stridency,1
31359,accordion,1
31360,strawberryjuice,1
31361,smokyberry,1
31362,lzesty,1
31363,takeitorleaveit,1
31364,cannedbean,1
31365,unusuallybready,1
31366,preservedberry,1
31367,lobos,1
31368,crèmedecassislike,1
31369,ruddier,1
31370,pearblossom,1
31371,orangeskin,1
31372,brownfruit,1
31373,tempranillograciano,1
31374,zingyfresh,1
31375,muskier,1
31376,spectre,1
31377,additive,1
31378,ineffably,1
31379,taittingers,1
31380,romance,1
31381,almondcrusted,1
31382,introducing,1
31383,vintagesparkling,1
31384,overbearing,1
31385,thurston,1
31386,wolfe,1
31387,elderton,1
31388,peachinfused,1
31389,stan,1
31390,peculiarly,1
31391,gabriel,1
31392,offpiste,1
31393,stilldry,1
31394,cyrano,1
31395,mintchocolatechip,1
31396,pépé,1
31397,tannnis,1
31398,adastra,1
31399,newlyplanted,1
31400,rockstrewn,1
31401,ambiance,1
31402,châteauneufduwoodinville,1
31403,rekindle,1
31404,softball,1
31405,frisbee,1
31406,starks,1
31407,liltingly,1
31408,amylicpear,1
31409,minireserve,1
31410,hardtoresist,1
31411,limepowered,1
31412,cementy,1
31413,sandier,1
31414,ceaselessly,1
31415,flavorsaturated,1
31416,eucalyptusoil,1
31417,pearcustard,1
31418,breezelike,1
31419,cenit,1
31420,longlaster,1
31421,hazelnutlike,1
31422,duchaux,1
31423,collude,1
31424,shish,1
31425,ceylon,1
31426,venti,1
31427,pastic,1
31428,oldtimer,1
31429,purelyforthelove,1
31430,lasertight,1
31431,rangis,1
31432,reputable,1
31433,effortlessness,1
31434,countyfocused,1
31435,mardikian,1
31436,dustyearth,1
31437,blackfruitscented,1
31438,delivering,1
31439,reduced,1
31440,pôpa,1
31441,grandkids,1
31442,ripeandspicy,1
31443,valdiviesos,1
31444,vinhãos,1
31445,stonger,1
31446,almostsalty,1
31447,différent,1
31448,grantdouglas,1
31449,zweigeltpinot,1
31450,berrybased,1
31451,passata,1
31452,actorproprietor,1
31453,massachusetts,1
31454,validity,1
31455,guillotte,1
31456,bouissel,1
31457,dural,1
31458,abeyance,1
31459,noras,1
31460,quasiburgundian,1
31461,cdv,1
31462,ley,1
31463,sawdustbased,1
31464,allin,1
31465,mus,1
31466,reciotos,1
31467,pasqua,1
31468,hamachi,1
31469,rustico,1
31470,fulltime,1
31471,limezestlike,1
31472,crios,1
31473,senseand,1
31474,semidark,1
31475,fruitywhat,1
31476,trebbianochardonnay,1
31477,italianleaning,1
31478,punchless,1
31479,coleslaw,1
31480,berrycocktail,1
31481,crackling,1
31482,peanutbutter,1
31483,huré,1
31484,pastoral,1
31485,brownorange,1
31486,bruto,1
31487,gaelic,1
31488,rosecopper,1
31489,lambchop,1
31490,eugenebased,1
31491,unscrewcapped,1
31492,peachring,1
31493,comprised,1
31494,goodchild,1
31495,flts,1
31496,acidderived,1
31497,typhoon,1
31498,pabuk,1
31499,halfsize,1
31500,silvercoated,1
31501,coconutlaced,1
31502,goldtinged,1
31503,happier,1
31504,wwi,1
31505,rootbeerfloat,1
31506,palepinkskinned,1
31507,steakbusting,1
31508,plumandherb,1
31509,smokelaced,1
31510,doubly,1
31511,blackberryfocused,1
31512,granacha,1
31513,sevein,1
31514,roastedalmonddriven,1
31515,winegrape,1
31516,commission,1
31517,unscathed,1
31518,bonneville,1
31519,calla,1
31520,nonfussy,1
31521,lovably,1
